,Şehir,İlçe,Cinsiyet,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlköğretim,Ortaokul veya dengi okul,Lise veya dengi okul,Yüksekokul veya fakülte,Yüksek lisans,Doktora,Bilinmeyen,Toplam
22,Erzincan,Otlukbeli,Kadın,97,156,329,146,48,79,53,2,0,10,920
23,Erzincan,Otlukbeli,Toplam,119,207,605,271,196,322,144,11,0,16,1891
25,Erzincan,Refahiye,Erkek,190,267,1676,417,404,981,464,37,7,37,4480
26,Erzincan,Refahiye,Kadın,1027,569,1479,350,192,416,258,18,3,58,4370
27,Erzincan,Refahiye,Toplam,1217,836,3155,767,596,1397,722,55,10,95,8850
29,Erzincan,Tercan,Erkek,157,219,1538,907,795,1700,712,62,10,55,6155
30,Erzincan,Tercan,Kadın,842,626,1896,746,392,843,402,28,2,79,5856
31,Erzincan,Tercan,Toplam,999,845,3434,1653,1187,2543,1114,90,12,134,12011
33,Erzincan,Üzümlü,Erkek,79,110,950,595,562,1291,529,36,7,572,4731
34,Erzincan,Üzümlü,Kadın,699,379,1323,520,276,681,290,16,0,445,4629
35,Erzincan,Üzümlü,Toplam,778,489,2273,1115,838,1972,819,52,7,1017,9360
1,Erzurum,Aşkale,Erkek,118,253,1902,1372,1078,2296,862,48,3,31,7963
2,Erzurum,Aşkale,Kadın,971,736,3059,1315,471,947,505,34,1,50,8089
3,Erzurum,Aşkale,Toplam,1089,989,4961,2687,1549,3243,1367,82,4,81,16052
5,Erzurum,Aziziye,Erkek,152,325,3000,2831,2341,5971,3449,394,114,52,18629
6,Erzurum,Aziziye,Kadın,1562,1332,6202,2874,1388,3650,2260,230,58,84,19640
7,Erzurum,Aziziye,Toplam,1714,1657,9202,5705,3729,9621,5709,624,172,136,38269
9,Erzurum,Çat,Erkek,297,392,1613,1352,705,961,324,20,1,38,5703
10,Erzurum,Çat,Kadın,1160,955,1652,817,174,430,181,6,2,40,5417
11,Erzurum,Çat,Toplam,1457,1347,3265,2169,879,1391,505,26,3,78,11120
13,Erzurum,Hınıs,Erkek,457,692,2154,1603,859,1583,702,60,4,171,8285
14,Erzurum,Hınıs,Kadın,1887,1475,2005,1057,324,706,486,23,1,264,8228
15,Erzurum,Hınıs,Toplam,2344,2167,4159,2660,1183,2289,1188,83,5,435,16513
17,Erzurum,Horasan,Erkek,326,818,3251,2622,1415,2404,902,70,12,70,11890
18,Erzurum,Horasan,Kadın,2153,2066,3441,1756,579,1156,593,37,4,128,11913
19,Erzurum,Horasan,Toplam,2479,2884,6692,4378,1994,3560,1495,107,16,198,23803
21,Erzurum,İspir,Erkek,253,486,2150,582,551,1307,722,51,4,52,6158
22,Erzurum,İspir,Kadın,1552,763,2399,537,308,687,362,21,6,125,6760
23,Erzurum,İspir,Toplam,1805,1249,4549,1119,859,1994,1084,72,10,177,12918
25,Erzurum,Karaçoban,Erkek,241,765,1708,1649,702,781,388,31,1,93,6359
26,Erzurum,Karaçoban,Kadın,1576,1847,1156,850,247,375,248,12,1,174,6486
27,Erzurum,Karaçoban,Toplam,1817,2612,2864,2499,949,1156,636,43,2,267,12845
29,Erzurum,Karayazı,Erkek,473,932,2490,1818,783,998,439,31,4,251,8219
30,Erzurum,Karayazı,Kadın,2422,1718,1584,970,327,402,261,20,1,326,8031
31,Erzurum,Karayazı,Toplam,2895,2650,4074,2788,1110,1400,700,51,5,577,16250
33,Erzurum,Köprüköy,Erkek,139,335,1433,1171,508,880,253,16,5,18,4758
34,Erzurum,Köprüköy,Kadın,932,914,1440,801,149,299,102,4,3,61,4705
35,Erzurum,Köprüköy,Toplam,1071,1249,2873,1972,657,1179,355,20,8,79,9463
37,Erzurum,Narman,Erkek,176,233,1191,641,638,1243,496,43,4,10,4675
38,Erzurum,Narman,Kadın,856,398,1679,591,240,673,313,9,3,26,4788
39,Erzurum,Narman,Toplam,1032,631,2870,1232,878,1916,809,52,7,36,9463
41,Erzurum,Oltu,Erkek,366,385,2142,1345,1200,3449,1826,153,19,90,10975
42,Erzurum,Oltu,Kadın,1632,558,3533,1281,865,2122,1174,64,17,174,11420
43,Erzurum,Oltu,Toplam,1998,943,5675,2626,2065,5571,3000,217,36,264,22395
45,Erzurum,Olur,Erkek,115,136,888,287,346,644,269,14,1,14,2714
46,Erzurum,Olur,Kadın,492,264,1335,230,176,242,149,10,2,12,2912
47,Erzurum,Olur,Toplam,607,400,2223,517,522,886,418,24,3,26,5626
49,Erzurum,Palandöken,Erkek,390,735,5766,6874,6173,19507,13558,1569,459,181,55212
50,Erzurum,Palandöken,Kadın,4071,3356,15097,6828,4419,13085,9278,1121,281,422,57958
51,Erzurum,Palandöken,Toplam,4461,4091,20863,13702,10592,32592,22836,2690,740,603,113170
53,Erzurum,Pasinler,Erkek,140,339,2535,1856,1091,2293,827,50,10,10,9151
54,Erzurum,Pasinler,Kadın,1067,929,3690,1576,497,1039,403,19,5,27,9252
55,Erzurum,Pasinler,Toplam,1207,1268,6225,3432,1588,3332,1230,69,15,37,18403
57,Erzurum,Pazaryolu,Erkek,44,124,692,177,164,266,164,14,0,22,1667
58,Erzurum,Pazaryolu,Kadın,299,270,738,132,61,142,83,4,0,26,1755
59,Erzurum,Pazaryolu,Toplam,343,394,1430,309,225,408,247,18,0,48,3422
61,Erzurum,Şenkaya,Erkek,371,345,2030,973,821,1536,495,29,6,71,6677
62,Erzurum,Şenkaya,Kadın,1361,614,2425,943,392,655,290,11,6,138,6835
63,Erzurum,Şenkaya,Toplam,1732,959,4455,1916,1213,2191,785,40,12,209,13512
65,Erzurum,Tekman,Erkek,528,1064,2129,1734,630,924,432,29,3,141,7614
66,Erzurum,Tekman,Kadın,2246,1726,1391,1056,239,296,297,10,1,179,7441
67,Erzurum,Tekman,Toplam,2774,2790,3520,2790,869,1220,729,39,4,320,15055
69,Erzurum,Tortum,Erkek,172,350,1767,595,714,1525,609,37,5,15,5789
70,Erzurum,Tortum,Kadın,1179,762,2332,572,265,655,334,17,5,42,6163
71,Erzurum,Tortum,Toplam,1351,1112,4099,1167,979,2180,943,54,10,57,11952
73,Erzurum,Uzundere,Erkek,97,184,905,408,315,961,415,32,3,8,3328
74,Erzurum,Uzundere,Kadın,528,447,1190,332,164,398,233,13,1,11,3317
75,Erzurum,Uzundere,Toplam,625,631,2095,740,479,1359,648,45,4,19,6645
77,Erzurum,Yakutiye,Erkek,407,790,6607,8485,6633,19652,11818,1494,1049,242,57177
78,Erzurum,Yakutiye,Kadın,3781,3393,16407,7896,4524,12947,8608,1073,428,476,59533
79,Erzurum,Yakutiye,Toplam,4188,4183,23014,16381,11157,32599,20426,2567,1477,718,116710
1,Eskişehir,Alpu,Erkek,87,146,1743,743,547,869,279,23,6,8,4451
2,Eskişehir,Alpu,Kadın,519,308,2194,448,238,481,191,10,0,24,4413
3,Eskişehir,Alpu,Toplam,606,454,3937,1191,785,1350,470,33,6,32,8864
5,Eskişehir,Beylikova,Erkek,27,64,895,377,348,577,232,21,0,9,2550
6,Eskişehir,Beylikova,Kadın,191,206,1201,323,156,305,141,12,0,10,2545
7,Eskişehir,Beylikova,Toplam,218,270,2096,700,504,882,373,33,0,19,5095
9,Eskişehir,Çifteler,Erkek,66,113,1608,712,677,1704,588,34,5,173,5680
10,Eskişehir,Çifteler,Kadın,460,351,2351,730,326,957,439,26,1,163,5804
11,Eskişehir,Çifteler,Toplam,526,464,3959,1442,1003,2661,1027,60,6,336,11484
13,Eskişehir,Günyüzü,Erkek,27,28,1041,277,276,538,198,12,1,4,2402
14,Eskişehir,Günyüzü,Kadın,253,142,1332,294,121,238,121,4,1,17,2523
15,Eskişehir,Günyüzü,Toplam,280,170,2373,571,397,776,319,16,2,21,4925
17,Eskişehir,Han,Erkek,22,22,362,81,112,191,82,6,0,9,887
18,Eskişehir,Han,Kadın,150,87,384,55,48,78,41,2,0,7,852
19,Eskişehir,Han,Toplam,172,109,746,136,160,269,123,8,0,16,1739
21,Eskişehir,İnönü,Erkek,21,59,902,282,305,840,258,9,0,9,2685
22,Eskişehir,İnönü,Kadın,160,194,1301,270,183,385,152,7,4,11,2667
23,Eskişehir,İnönü,Toplam,181,253,2203,552,488,1225,410,16,4,20,5352
25,Eskişehir,Mahmudiye,Erkek,36,66,889,372,416,727,319,15,0,32,2872
26,Eskişehir,Mahmudiye,Kadın,267,264,1194,300,184,463,187,4,1,28,2892
27,Eskişehir,Mahmudiye,Toplam,303,330,2083,672,600,1190,506,19,1,60,5764
29,Eskişehir,Mihalgazi,Erkek,10,22,551,139,130,299,109,6,0,2,1268
30,Eskişehir,Mihalgazi,Kadın,69,106,772,103,68,165,76,4,1,10,1374
31,Eskişehir,Mihalgazi,Toplam,79,128,1323,242,198,464,185,10,1,12,2642
33,Eskişehir,Mihalıççık,Erkek,41,136,1327,450,472,736,278,24,4,15,3483
34,Eskişehir,Mihalıççık,Kadın,237,510,1775,299,188,317,167,1,1,22,3517
35,Eskişehir,Mihalıççık,Toplam,278,646,3102,749,660,1053,445,25,5,37,7000
37,Eskişehir,Odunpazarı,Erkek,516,1047,20141,15771,14144,51661,33773,3538,1111,1298,143000
38,Eskişehir,Odunpazarı,Kadın,4387,4030,41652,15450,12674,39480,29842,3300,896,1371,153082
39,Eskişehir,Odunpazarı,Toplam,4903,5077,61793,31221,26818,91141,63615,6838,2007,2669,296082
41,Eskişehir,Sarıcakaya,Erkek,30,66,791,191,169,480,195,12,2,6,1942
42,Eskişehir,Sarıcakaya,Kadın,210,189,1002,247,109,238,108,7,1,7,2118
43,Eskişehir,Sarıcakaya,Toplam,240,255,1793,438,278,718,303,19,3,13,4060
45,Eskişehir,Seyitgazi,Erkek,59,86,2107,670,599,1472,416,26,5,14,5454
46,Eskişehir,Seyitgazi,Kadın,419,364,2804,449,347,647,274,10,6,19,5339
47,Eskişehir,Seyitgazi,Toplam,478,450,4911,1119,946,2119,690,36,11,33,10793
49,Eskişehir,Sivrihisar,Erkek,77,142,2958,864,963,2061,806,54,7,54,7986
50,Eskişehir,Sivrihisar,Kadın,576,514,4297,737,465,1077,566,40,5,40,8317
51,Eskişehir,Sivrihisar,Toplam,653,656,7255,1601,1428,3138,1372,94,12,94,16303
53,Eskişehir,Tepebaşı,Erkek,501,1062,20065,14567,12943,49317,27933,2833,1083,864,131168
54,Eskişehir,Tepebaşı,Kadın,4154,4202,38311,13526,10478,34604,24533,2562,895,998,134263
55,Eskişehir,Tepebaşı,Toplam,4655,5264,58376,28093,23421,83921,52466,5395,1978,1862,265431
1,Gaziantep,Araban,Erkek,211,559,2770,2357,1128,1964,878,48,9,64,9988
2,Gaziantep,Araban,Kadın,1577,1105,3504,1642,531,1238,629,15,1,41,10283
3,Gaziantep,Araban,Toplam,1788,1664,6274,3999,1659,3202,1507,63,10,105,20271
5,Gaziantep,İslahiye,Erkek,414,790,4065,3290,3245,6595,2773,227,18,71,21488
6,Gaziantep,İslahiye,Kadın,2937,1896,6052,3216,1761,3989,1826,102,7,74,21860
7,Gaziantep,İslahiye,Toplam,3351,2686,10117,6506,5006,10584,4599,329,25,145,43348
9,Gaziantep,Karkamış,Erkek,52,116,716,600,508,939,401,19,0,43,3394
10,Gaziantep,Karkamış,Kadın,566,386,917,633,189,409,206,3,1,28,3338
11,Gaziantep,Karkamış,Toplam,618,502,1633,1233,697,1348,607,22,1,71,6732
13,Gaziantep,Nizip,Erkek,890,2033,10278,9377,5205,9246,5190,388,50,238,42895
14,Gaziantep,Nizip,Kadın,6473,5031,12229,7172,2734,6711,3869,161,27,319,44726
15,Gaziantep,Nizip,Toplam,7363,7064,22507,16549,7939,15957,9059,549,77,557,87621
17,Gaziantep,Nurdağı,Erkek,264,626,2829,2809,1675,2975,1356,116,11,89,12750
18,Gaziantep,Nurdağı,Kadın,1664,1427,3709,2159,984,1890,924,37,9,82,12885
19,Gaziantep,Nurdağı,Toplam,1928,2053,6538,4968,2659,4865,2280,153,20,171,25635
21,Gaziantep,Oğuzeli,Erkek,144,265,2436,2231,1215,2193,1084,68,7,27,9670
22,Gaziantep,Oğuzeli,Kadın,1442,957,3167,1830,573,1158,603,16,5,40,9791
23,Gaziantep,Oğuzeli,Toplam,1586,1222,5603,4061,1788,3351,1687,84,12,67,19461
25,Gaziantep,Şahinbey,Erkek,2313,7816,48181,81109,30954,61973,35564,3085,534,2349,273878
26,Gaziantep,Şahinbey,Kadın,20618,21616,77727,52604,19992,49994,28544,1735,343,2808,275981
27,Gaziantep,Şahinbey,Toplam,22931,29432,125908,133713,50946,111967,64108,4820,877,5157,549859
29,Gaziantep,Şehitkamil,Erkek,2089,7092,39979,62975,23229,49930,31469,3599,800,1419,222581
30,Gaziantep,Şehitkamil,Kadın,16959,19645,63333,40578,15015,40181,25899,2325,503,1717,226155
31,Gaziantep,Şehitkamil,Toplam,19048,26737,103312,103553,38244,90111,57368,5924,1303,3136,448736
33,Gaziantep,Yavuzeli,Erkek,169,533,1988,1812,708,784,378,22,2,25,6421
34,Gaziantep,Yavuzeli,Kadın,1249,1013,1953,1059,375,465,276,6,0,23,6419
35,Gaziantep,Yavuzeli,Toplam,1418,1546,3941,2871,1083,1249,654,28,2,48,12840
1,Giresun,Alucra,Erkek,144,294,1278,355,363,893,340,28,8,17,3720
2,Giresun,Alucra,Kadın,681,729,1067,225,192,474,266,15,2,22,3673
3,Giresun,Alucra,Toplam,825,1023,2345,580,555,1367,606,43,10,39,7393
5,Giresun,Bulancak,Erkek,260,917,6457,3778,2687,6358,3631,257,52,141,24538
6,Giresun,Bulancak,Kadın,1724,3364,7228,2890,1873,5073,3100,172,32,142,25598
7,Giresun,Bulancak,Toplam,1984,4281,13685,6668,4560,11431,6731,429,84,283,50136
9,Giresun,Çamoluk,Erkek,171,278,1325,382,241,325,133,11,2,15,2883
10,Giresun,Çamoluk,Kadın,958,539,793,211,86,183,93,3,0,11,2877
11,Giresun,Çamoluk,Toplam,1129,817,2118,593,327,508,226,14,2,26,5760
13,Giresun,Çanakçı,Erkek,87,127,673,329,409,555,224,6,2,21,2433
14,Giresun,Çanakçı,Kadın,383,554,676,281,177,293,114,7,2,22,2509
15,Giresun,Çanakçı,Toplam,470,681,1349,610,586,848,338,13,4,43,4942
17,Giresun,Dereli,Erkek,337,580,2842,1530,723,1423,647,31,7,54,8174
18,Giresun,Dereli,Kadın,1756,1608,2042,967,347,783,340,16,4,54,7917
19,Giresun,Dereli,Toplam,2093,2188,4884,2497,1070,2206,987,47,11,108,16091
21,Giresun,Doğankent,Erkek,32,152,421,452,262,808,313,21,2,3,2466
22,Giresun,Doğankent,Kadın,202,528,627,277,154,414,199,12,2,5,2420
23,Giresun,Doğankent,Toplam,234,680,1048,729,416,1222,512,33,4,8,4886
25,Giresun,Espiye,Erkek,200,775,3477,1848,1398,3201,1545,107,16,82,12649
26,Giresun,Espiye,Kadın,1011,2346,3434,1458,987,2275,1209,64,7,76,12867
27,Giresun,Espiye,Toplam,1211,3121,6911,3306,2385,5476,2754,171,23,158,25516
29,Giresun,Eynesil,Erkek,95,220,1139,360,681,1621,704,30,4,41,4895
30,Giresun,Eynesil,Kadın,700,948,1408,361,440,1131,401,17,4,34,5444
31,Giresun,Eynesil,Toplam,795,1168,2547,721,1121,2752,1105,47,8,75,10339
33,Giresun,Giresun Merkez,Erkek,363,774,8636,5962,4797,15188,10603,952,367,595,48237
34,Giresun,Giresun Merkez,Kadın,3334,4150,10349,5339,3971,12698,9195,693,226,608,50563
35,Giresun,Giresun Merkez,Toplam,3697,4924,18985,11301,8768,27886,19798,1645,593,1203,98800
37,Giresun,Görele,Erkek,183,374,3235,1336,1533,3192,1692,105,13,87,11750
38,Giresun,Görele,Kadın,1215,2134,3236,1196,869,2415,1223,82,9,85,12464
39,Giresun,Görele,Toplam,1398,2508,6471,2532,2402,5607,2915,187,22,172,24214
41,Giresun,Güce,Erkek,86,287,876,572,297,614,280,17,2,9,3040
42,Giresun,Güce,Kadın,288,854,837,366,162,360,140,8,5,6,3026
43,Giresun,Güce,Toplam,374,1141,1713,938,459,974,420,25,7,15,6066
45,Giresun,Keşap,Erkek,115,280,2613,843,834,2273,1105,46,9,130,8248
46,Giresun,Keşap,Kadın,965,1437,2760,769,506,1421,746,34,4,133,8775
47,Giresun,Keşap,Toplam,1080,1717,5373,1612,1340,3694,1851,80,13,263,17023
49,Giresun,Piraziz,Erkek,57,242,1554,626,520,1349,730,55,11,38,5182
50,Giresun,Piraziz,Kadın,334,958,1667,465,387,967,547,30,5,36,5396
51,Giresun,Piraziz,Toplam,391,1200,3221,1091,907,2316,1277,85,16,74,10578
53,Giresun,Şebinkarahisar,Erkek,218,424,2277,818,779,2210,1105,70,30,16,7947
54,Giresun,Şebinkarahisar,Kadın,1009,1043,2528,792,507,1360,708,40,21,30,8038
55,Giresun,Şebinkarahisar,Toplam,1227,1467,4805,1610,1286,3570,1813,110,51,46,15985
57,Giresun,Tirebolu,Erkek,180,496,2876,1291,1543,3559,1857,111,22,89,12024
58,Giresun,Tirebolu,Kadın,1196,1924,3312,1106,1036,2351,1437,59,16,79,12516
59,Giresun,Tirebolu,Toplam,1376,2420,6188,2397,2579,5910,3294,170,38,168,24540
61,Giresun,Yağlıdere,Erkek,159,630,1829,789,605,1300,497,21,1,74,5905
62,Giresun,Yağlıdere,Kadın,848,1635,1622,626,315,757,253,11,1,63,6131
63,Giresun,Yağlıdere,Toplam,1007,2265,3451,1415,920,2057,750,32,2,137,12036
1,Gümüşhane,Gümüşhane Merkez,Erkek,107,226,2481,1572,1333,7393,4337,344,205,67,18065
2,Gümüşhane,Gümüşhane Merkez,Kadın,906,877,4774,1812,1117,5034,2869,225,79,90,17783
3,Gümüşhane,Gümüşhane Merkez,Toplam,1013,1103,7255,3384,2450,12427,7206,569,284,157,35848
5,Gümüşhane,Kelkit,Erkek,185,767,3310,2158,1467,3329,1618,138,24,432,13428
6,Gümüşhane,Kelkit,Kadın,1413,1550,4248,2016,839,1963,881,57,19,429,13415
7,Gümüşhane,Kelkit,Toplam,1598,2317,7558,4174,2306,5292,2499,195,43,861,26843
9,Gümüşhane,Köse,Erkek,21,115,742,303,247,669,246,14,5,37,2399
10,Gümüşhane,Köse,Kadın,192,363,880,435,123,364,143,14,0,46,2560
11,Gümüşhane,Köse,Toplam,213,478,1622,738,370,1033,389,28,5,83,4959
13,Gümüşhane,Kürtün,Erkek,96,232,957,956,608,1467,583,25,4,14,4942
14,Gümüşhane,Kürtün,Kadın,820,638,1143,707,348,589,329,14,1,20,4609
15,Gümüşhane,Kürtün,Toplam,916,870,2100,1663,956,2056,912,39,5,34,9551
17,Gümüşhane,Şiran,Erkek,183,423,1971,805,884,1688,699,50,14,590,7307
18,Gümüşhane,Şiran,Kadın,1074,770,2042,784,514,1129,550,29,6,524,7422
19,Gümüşhane,Şiran,Toplam,1257,1193,4013,1589,1398,2817,1249,79,20,1114,14729
21,Gümüşhane,Torul,Erkek,60,155,959,622,452,1302,704,43,7,34,4338
22,Gümüşhane,Torul,Kadın,378,588,1372,556,264,783,402,23,5,36,4407
23,Gümüşhane,Torul,Toplam,438,743,2331,1178,716,2085,1106,66,12,70,8745
1,Hakkari,Çukurca,Erkek,98,110,501,2014,352,2911,1424,56,2,57,7525
2,Hakkari,Çukurca,Kadın,426,366,498,696,280,621,252,7,2,56,3204
3,Hakkari,Çukurca,Toplam,524,476,999,2710,632,3532,1676,63,4,113,10729
5,Hakkari,Hakkari Merkez,Erkek,478,598,2006,3731,2556,9361,6245,304,66,128,25473
6,Hakkari,Hakkari Merkez,Kadın,2767,2247,3910,3788,1934,5205,3024,84,29,222,23210
7,Hakkari,Hakkari Merkez,Toplam,3245,2845,5916,7519,4490,14566,9269,388,95,350,48683
9,Hakkari,Şemdinli,Erkek,1194,2059,2817,4371,1062,5666,2286,85,2,146,19688
10,Hakkari,Şemdinli,Kadın,4142,4238,2317,2362,634,1669,616,29,4,226,16237
11,Hakkari,Şemdinli,Toplam,5336,6297,5134,6733,1696,7335,2902,114,6,372,35925
13,Hakkari,Yüksekova,Erkek,1160,2415,5679,7574,3428,10976,5498,281,18,420,37449
14,Hakkari,Yüksekova,Kadın,5212,6676,5930,5908,2091,6418,2442,70,10,715,35472
15,Hakkari,Yüksekova,Toplam,6372,9091,11609,13482,5519,17394,7940,351,28,1135,72921
1,Hatay,Altınözü,Erkek,423,1127,6272,5359,1720,2153,756,31,5,191,18037
2,Hatay,Altınözü,Kadın,1123,4455,6220,3378,844,1283,420,9,9,164,17905
3,Hatay,Altınözü,Toplam,1546,5582,12492,8737,2564,3436,1176,40,14,355,35942
5,Hatay,Antakya,Erkek,1111,3166,28659,24147,11422,24581,18943,1613,510,1847,115999
6,Hatay,Antakya,Kadın,4840,11674,34014,19953,8187,22687,16016,1060,280,1664,120375
7,Hatay,Antakya,Toplam,5951,14840,62673,44100,19609,47268,34959,2673,790,3511,236374
9,Hatay,Arsuz,Erkek,348,1077,10029,5580,2979,5342,3293,291,62,622,29623
10,Hatay,Arsuz,Kadın,1367,3996,10718,4353,1956,5188,3044,195,44,343,31204
11,Hatay,Arsuz,Toplam,1715,5073,20747,9933,4935,10530,6337,486,106,965,60827
13,Hatay,Belen,Erkek,69,190,2096,1635,1307,3434,2282,161,47,85,11306
14,Hatay,Belen,Kadın,258,1082,3331,1476,1043,2662,1657,109,18,76,11712
15,Hatay,Belen,Toplam,327,1272,5427,3111,2350,6096,3939,270,65,161,23018
17,Hatay,Defne,Erkek,544,1592,17074,8194,4409,9069,7628,803,153,795,50261
18,Hatay,Defne,Kadın,2359,5139,16374,7142,3588,10211,8084,526,83,370,53876
19,Hatay,Defne,Toplam,2903,6731,33448,15336,7997,19280,15712,1329,236,1165,104137
21,Hatay,Dörtyol,Erkek,290,982,6503,6228,5182,13372,7591,466,45,133,40792
22,Hatay,Dörtyol,Kadın,1822,4103,10875,5055,3639,10090,5826,277,29,181,41897
23,Hatay,Dörtyol,Toplam,2112,5085,17378,11283,8821,23462,13417,743,74,314,82689
25,Hatay,Erzin,Erkek,127,647,2485,2167,1790,4451,2206,102,10,38,14023
26,Hatay,Erzin,Kadın,600,2125,3683,1594,1278,3487,1682,72,6,55,14582
27,Hatay,Erzin,Toplam,727,2772,6168,3761,3068,7938,3888,174,16,93,28605
29,Hatay,Hassa,Erkek,277,785,3813,3308,2645,5164,2120,108,14,55,18289
30,Hatay,Hassa,Kadın,980,3326,6074,2774,1239,2410,1034,29,12,64,17942
31,Hatay,Hassa,Toplam,1257,4111,9887,6082,3884,7574,3154,137,26,119,36231
33,Hatay,İskenderun,Erkek,642,1860,14177,11791,8746,26277,17603,1162,174,1097,83529
34,Hatay,İskenderun,Kadın,3005,7461,21568,10036,7322,22553,13816,808,97,1106,87772
35,Hatay,İskenderun,Toplam,3647,9321,35745,21827,16068,48830,31419,1970,271,2203,171301
37,Hatay,Kırıkhan,Erkek,562,1934,8052,6801,4555,8759,4755,293,53,357,36121
38,Hatay,Kırıkhan,Kadın,1827,6676,10509,5229,2966,6427,3265,149,32,374,37454
39,Hatay,Kırıkhan,Toplam,2389,8610,18561,12030,7521,15186,8020,442,85,731,73575
41,Hatay,Kumlu,Erkek,73,283,1212,853,428,762,278,13,2,40,3944
42,Hatay,Kumlu,Kadın,220,1050,1253,704,232,473,166,2,4,42,4146
43,Hatay,Kumlu,Toplam,293,1333,2465,1557,660,1235,444,15,6,82,8090
45,Hatay,Payas,Erkek,66,242,2412,2318,1885,4700,1800,73,3,44,13543
46,Hatay,Payas,Kadın,417,1232,4198,1916,1282,3266,1378,55,6,62,13812
47,Hatay,Payas,Toplam,483,1474,6610,4234,3167,7966,3178,128,9,106,27355
49,Hatay,Reyhanlı,Erkek,422,1685,6585,5919,3108,5527,2456,112,13,786,26613
50,Hatay,Reyhanlı,Kadın,1658,6429,7413,4277,1822,3726,1757,49,13,884,28028
51,Hatay,Reyhanlı,Toplam,2080,8114,13998,10196,4930,9253,4213,161,26,1670,54641
53,Hatay,Samandağ,Erkek,636,1357,15355,6044,3591,6326,3574,331,32,424,37670
54,Hatay,Samandağ,Kadın,2331,4978,13363,6602,3329,7557,3885,187,21,178,42431
55,Hatay,Samandağ,Toplam,2967,6335,28718,12646,6920,13883,7459,518,53,602,80101
57,Hatay,Yayladağı,Erkek,162,451,2803,1837,1123,1761,803,51,3,138,9132
58,Hatay,Yayladağı,Kadın,543,1453,3453,1222,717,1035,474,13,2,146,9058
59,Hatay,Yayladağı,Toplam,705,1904,6256,3059,1840,2796,1277,64,5,284,18190
1,İstanbul,Adalar,Erkek,43,109,1114,423,664,1769,1470,224,83,165,6064
2,İstanbul,Adalar,Kadın,186,241,1134,280,529,1653,1402,241,66,171,5903
3,İstanbul,Adalar,Toplam,229,350,2248,703,1193,3422,2872,465,149,336,11967
5,İstanbul,Arnavutköy,Erkek,1067,3230,20863,24802,9647,17911,8285,611,82,595,87093
6,İstanbul,Arnavutköy,Kadın,5704,7116,27357,16749,5437,12308,6274,322,42,584,81893
7,İstanbul,Arnavutköy,Toplam,6771,10346,48220,41551,15084,30219,14559,933,124,1179,168986
9,İstanbul,Ataşehir,Erkek,1009,2169,23080,19935,14732,41567,37970,6745,1370,1248,149825
10,İstanbul,Ataşehir,Kadın,6462,5741,31872,14453,11453,38497,39673,6133,1098,1239,156621
11,İstanbul,Ataşehir,Toplam,7471,7910,54952,34388,26185,80064,77643,12878,2468,2487,306446
13,İstanbul,Avcılar,Erkek,787,2478,24491,26472,16597,46623,27715,2543,392,1635,149733
14,İstanbul,Avcılar,Kadın,5754,7524,36351,19612,12998,38920,27327,2211,274,1582,152553
15,İstanbul,Avcılar,Toplam,6541,10002,60842,46084,29595,85543,55042,4754,666,3217,302286
17,İstanbul,Bağcılar,Erkek,2051,7105,52320,64040,31217,65067,29945,2358,304,1709,256116
18,İstanbul,Bağcılar,Kadın,13676,16976,73067,45351,20850,48959,27588,1586,249,1673,249975
19,İstanbul,Bağcılar,Toplam,15727,24081,125387,109391,52067,114026,57533,3944,553,3382,506091
21,İstanbul,Bahçelievler,Erkek,1347,3712,36191,35257,23293,63107,42177,4465,676,1818,212043
22,İstanbul,Bahçelievler,Kadın,9267,10223,52222,26267,17917,52779,40737,3767,555,1580,215314
23,İstanbul,Bahçelievler,Toplam,10614,13935,88413,61524,41210,115886,82914,8232,1231,3398,427357
25,İstanbul,Bakırköy,Erkek,216,608,8216,3499,6165,22456,27584,5137,1545,1239,76665
26,İstanbul,Bakırköy,Kadın,1314,1687,13275,2827,7116,27565,29943,5263,1343,1452,91785
27,İstanbul,Bakırköy,Toplam,1530,2295,21491,6326,13281,50021,57527,10400,2888,2691,168450
29,İstanbul,Başakşehir,Erkek,784,2441,18104,20240,12313,36239,29243,4570,873,1454,126261
30,İstanbul,Başakşehir,Kadın,4749,6010,27147,15714,9709,32417,26949,2963,456,1517,127631
31,İstanbul,Başakşehir,Toplam,5533,8451,45251,35954,22022,68656,56192,7533,1329,2971,253892
33,İstanbul,Bayrampaşa,Erkek,527,1503,20734,16785,12238,29003,16190,1503,169,658,99310
34,İstanbul,Bayrampaşa,Kadın,3502,3765,30352,12002,9021,23449,16024,1188,131,604,100038
35,İstanbul,Bayrampaşa,Toplam,4029,5268,51086,28787,21259,52452,32214,2691,300,1262,199348
37,İstanbul,Beşiktaş,Erkek,135,486,5244,2530,3645,16529,25466,6467,1949,887,63338
38,İstanbul,Beşiktaş,Kadın,1003,1195,8304,1860,4598,20624,30185,6812,1808,1027,77416
